,Iteration: Iteration,Continuity: Continuity,Energy: Energy,Isentropic Efficiency Monitor: Expression,MFA Ps 1 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps 3 Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Ps Outlet Monitor: Mass Flow Averaged of Absolute Pressure (Pa),MFA Pt Inlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Pt Outlet Monitor: Mass Flow Averaged of Absolute Total Pressure (Pa),MFA Tt Inlet Monitor: Mass Flow Averaged of Total Temperature (K),MFA Tt Outlet Monitor: Mass Flow Averaged of Total Temperature (K),Mass Flow  Volute Monitor: Mass Flow of Mass Flow Rate (lb/s),Mass Flow Error Monitor: Expression,Mass Flow Impeller Monitor: Mass Flow of Mass Flow Rate (lb/s),PRts Monitor: Expression,Sdr: Sdr,Tke: Tke,Torque Monitor: Moment (N-m),X-momentum: X-momentum,Y-momentum: Y-momentum,Z-momentum: Z-momentum,Iteration: Iteration,Physical Time: Physical Time (s)
666,666,0.000157535,0.000170459,0.674015308,99389.01821,114507.7517,126656.25,101325,133124.8658,298,333.8602401,0.316429894,0.007496062,-0.052342986,1.25,2.28E-06,2.66E-05,-0.08733878,0.000143092,2.57E-05,0.000213639,666,
667,667,0.000154857,0.000167534,0.67401596,99389.0137,114507.7174,126656.25,101325,133124.8585,298,333.8601979,0.316429818,0.007495273,-0.052343015,1.25,2.28E-06,2.63E-05,-0.087338713,0.000140557,2.52E-05,0.000209763,667,
668,668,0.000153065,0.000165596,0.674015336,99389.02451,114507.6814,126656.25,101325,133124.8416,298,333.8602137,0.316429446,0.007494669,-0.052342985,1.25,2.29E-06,2.60E-05,-0.087338635,0.000138586,2.48E-05,0.000206671,668,
669,669,0.000151675,0.000164096,0.674013899,99389.03341,114507.6535,126656.25,101325,133124.823,298,333.8602711,0.31642902,0.007494519,-0.052342923,1.25,2.28E-06,2.60E-05,-0.087338532,0.00013683,2.45E-05,0.000203871,669,
670,670,0.000149698,0.000161944,0.674013153,99389.03635,114507.638,126656.25,101325,133124.8091,298,333.8602966,0.316428737,0.007494302,-0.052342887,1.25,2.28E-06,2.58E-05,-0.087338425,0.000134725,2.41E-05,0.000200596,670,
671,671,0.000146607,0.000158559,0.674013674,99389.04384,114507.6378,126656.25,101325,133124.8016,298,333.8602612,0.316428633,0.007493637,-0.052342905,1.25,2.28E-06,2.51E-05,-0.087338323,0.000131954,2.36E-05,0.000196391,671,
672,672,0.000143215,0.000154834,0.674014805,99389.03264,114507.6292,126656.25,101325,133124.8156,298,333.8602153,0.316429235,0.007495032,-0.052342931,1.25,2.29E-06,2.45E-05,-0.087338221,0.000129005,2.32E-05,0.000191975,672,
673,673,0.000140498,0.000151862,0.674015875,99389.02535,114507.625,126656.25,101325,133124.8131,298,333.8601559,0.316429317,0.007494504,-0.052342973,1.25,2.28E-06,2.41E-05,-0.08733816,0.000126543,2.27E-05,0.000188274,673,
674,674,0.00013725,0.000148298,0.67401727,99389.01498,114507.612,126656.25,101325,133124.8035,298,333.8600718,0.316429133,0.007492601,-0.052343043,1.25,2.28E-06,2.39E-05,-0.08733809,0.000123718,2.22E-05,0.000184047,674,
675,675,0.000134368,0.000145142,0.674018329,99389.03095,114507.6009,126656.25,101325,133124.7887,298,333.8600002,0.316428784,0.007490477,-0.052343097,1.25,2.28E-06,2.36E-05,-0.087338026,0.000121125,2.18E-05,0.00018012,675,
676,676,0.000131916,0.000142459,0.67401818,99389.01707,114507.5871,126656.25,101325,133124.7925,298,333.8600122,0.31642905,0.007491767,-0.052343073,1.25,2.28E-06,2.31E-05,-0.087337921,0.000118757,2.14E-05,0.00017648,676,
677,677,0.000128983,0.000139248,0.674019337,99389.01523,114507.5626,126656.25,101325,133124.7798,298,333.8599375,0.31642876,0.00748985,-0.052343126,1.25,2.28E-06,2.28E-05,-0.087337853,0.000116159,2.09E-05,0.000172539,677,
678,678,0.000127064,0.000137161,0.674019041,99389.03346,114507.5503,126656.25,101325,133124.7686,298,333.8599418,0.316428546,0.007489588,-0.052343104,1.25,2.28E-06,2.26E-05,-0.087337773,0.000114183,2.06E-05,0.000169481,678,
679,679,0.000124933,0.000134829,0.674018619,99389.02359,114507.5378,126656.25,101325,133124.7698,298,333.8599655,0.316428726,0.007490804,-0.05234307,1.25,2.28E-06,2.22E-05,-0.087337659,0.00011204,2.02E-05,0.000166185,679,
680,680,0.000122457,0.000132119,0.674019443,99389.02797,114507.5163,126656.25,101325,133124.7579,298,333.8599094,0.31642847,0.007489237,-0.05234311,1.25,2.28E-06,2.21E-05,-0.087337587,0.000109767,1.98E-05,0.000162745,680,
681,681,0.000120671,0.000130175,0.674019001,99389.0301,114507.5014,126656.25,101325,133124.7466,298,333.8599213,0.316428248,0.007489078,-0.052343082,1.25,2.28E-06,2.19E-05,-0.087337493,0.000107895,1.94E-05,0.000159846,681,
682,682,0.000118357,0.000127643,0.674019202,99389.03938,114507.4972,126656.25,101325,133124.739,298,333.8599029,0.316428132,0.007488707,-0.052343082,1.25,2.28E-06,2.16E-05,-0.087337398,0.000105718,1.91E-05,0.000156525,682,
683,683,0.000115816,0.000124855,0.674019749,99389.02883,114507.4905,126656.25,101325,133124.7459,298,333.8598808,0.316428486,0.00748972,-0.052343087,1.25,2.28E-06,2.12E-05,-0.087337296,0.000103409,1.87E-05,0.000153036,683,
684,684,0.000113435,0.000122247,0.674020767,99389.01963,114507.4828,126656.25,101325,133124.7434,298,333.8598241,0.316428543,0.007489159,-0.052343127,1.25,2.28E-06,2.10E-05,-0.087337228,0.000101269,1.83E-05,0.00014982,684,
685,685,0.000111198,0.000119798,0.674021671,99389.00624,114507.4734,126656.25,101325,133124.7387,298,333.8597711,0.316428527,0.007488403,-0.052343164,1.25,2.28E-06,2.08E-05,-0.087337161,9.92E-05,1.79E-05,0.000146732,685,
686,686,0.000108582,0.00011693,0.674022908,99389.02208,114507.4622,126656.25,101325,133124.7262,298,333.8596926,0.316428234,0.007486365,-0.052343223,1.25,2.28E-06,2.07E-05,-0.087337095,9.69E-05,1.75E-05,0.000143281,686,
687,687,0.000106659,0.000114826,0.674022712,99389.01371,114507.4511,126656.25,101325,133124.7267,298,333.8597035,0.316428375,0.007487339,-0.052343195,1.25,2.28E-06,2.03E-05,-0.087336992,9.50E-05,1.72E-05,0.000140357,687,
688,688,0.000104678,0.00011266,0.674023336,99389.01549,114507.4308,126656.25,101325,133124.7165,298,333.8596599,0.316428175,0.007486237,-0.05234322,1.25,2.28E-06,2.02E-05,-0.087336922,9.32E-05,1.68E-05,0.000137524,688,
689,689,0.000103298,0.000111162,0.674022918,99389.03004,114507.4231,126656.25,101325,133124.7051,298,333.8596704,0.316427946,0.007486099,-0.052343189,1.25,2.28E-06,2.00E-05,-0.087336836,9.16E-05,1.65E-05,0.00013518,689,
690,690,0.000101393,0.000109074,0.67402296,99389.02054,114507.416,126656.25,101325,133124.7084,298,333.8596715,0.316428181,0.00748719,-0.052343171,1.25,2.28E-06,1.99E-05,-0.08733673,8.98E-05,1.62E-05,0.000132385,690,
691,691,9.93E-05,0.000106813,0.674023872,99389.01063,114507.4129,126656.25,101325,133124.701,298,333.8596154,0.316428067,0.007486073,-0.052343211,1.25,2.28E-06,1.96E-05,-0.087336659,8.80E-05,1.59E-05,0.000129576,691,
692,692,9.72E-05,0.000104445,0.674025061,99389.00353,114507.4018,126656.25,101325,133124.7013,298,333.8595524,0.316428206,0.007485635,-0.052343257,1.25,2.28E-06,1.95E-05,-0.087336592,8.61E-05,1.56E-05,0.000126732,692,
693,693,9.55E-05,0.000102602,0.674025584,99389.00436,114507.3857,126656.25,101325,133124.6913,298,333.8595144,0.316428013,0.007484637,-0.052343277,1.25,2.28E-06,1.93E-05,-0.087336523,8.44E-05,1.53E-05,0.000124273,693,
694,694,9.41E-05,0.00010106,0.674025434,99389.00665,114507.3735,126656.25,101325,133124.6823,298,333.8595131,0.316427854,0.007484487,-0.052343259,1.25,2.28E-06,1.92E-05,-0.08733644,8.30E-05,1.50E-05,0.000122031,694,
695,695,9.23E-05,9.92E-05,0.6740256,99389.01724,114507.3689,126656.25,101325,133124.6753,298,333.8594971,0.316427748,0.007484221,-0.052343255,1.25,2.28E-06,1.90E-05,-0.087336352,8.13E-05,1.47E-05,0.000119512,695,
696,696,9.04E-05,9.70E-05,0.674025952,99389.00841,114507.363,126656.25,101325,133124.6773,298,333.8594804,0.316427932,0.007484849,-0.052343253,1.25,2.28E-06,1.88E-05,-0.087336255,7.96E-05,1.44E-05,0.000116847,696,
697,697,8.87E-05,9.52E-05,0.674026794,99389.00022,114507.3554,126656.25,101325,133124.672,298,333.8594302,0.31642789,0.007484073,-0.052343287,1.25,2.28E-06,1.86E-05,-0.087336188,7.80E-05,1.41E-05,0.000114506,697,
698,698,8.72E-05,9.35E-05,0.674027456,99388.99402,114507.3437,126656.25,101325,133124.6662,298,333.859389,0.316427839,0.007483421,-0.052343313,1.25,2.28E-06,1.87E-05,-0.087336123,7.66E-05,1.38E-05,0.000112376,698,
699,699,8.60E-05,9.22E-05,0.674027741,99388.99199,114507.3292,126656.25,101325,133124.6595,298,333.8593669,0.316427764,0.007483116,-0.052343316,1.25,2.28E-06,1.85E-05,-0.087336054,7.54E-05,1.36E-05,0.000110509,699,
700,700,8.47E-05,9.08E-05,0.674027803,99388.98791,114507.3183,126656.25,101325,133124.6536,298,333.8593577,0.316427713,0.007483164,-0.052343305,1.25,2.28E-06,1.85E-05,-0.087335975,7.41E-05,1.33E-05,0.000108568,700,
701,701,8.36E-05,8.96E-05,0.674028076,99388.98483,114507.3066,126656.25,101325,133124.6466,298,333.8593359,0.316427632,0.007482767,-0.052343313,1.25,2.28E-06,1.84E-05,-0.087335905,7.30E-05,1.31E-05,0.000106825,701,
702,702,8.24E-05,8.83E-05,0.674028332,99388.98737,114507.2947,126656.25,101325,133124.6401,298,333.8593156,0.316427563,0.007482457,-0.052343318,1.25,2.28E-06,1.84E-05,-0.087335832,7.18E-05,1.29E-05,0.000105054,702,
703,703,8.11E-05,8.69E-05,0.674028432,99388.98686,114507.2825,126656.25,101325,133124.6376,298,333.8593078,0.316427624,0.007482848,-0.052343307,1.25,2.28E-06,1.83E-05,-0.087335749,7.06E-05,1.26E-05,0.000103151,703,
704,704,7.98E-05,8.55E-05,0.674028557,99388.98419,114507.2804,126656.25,101325,133124.6323,298,333.8592957,0.316427589,0.007482853,-0.052343301,1.25,2.28E-06,1.82E-05,-0.08733567,6.93E-05,1.24E-05,0.000101303,704,
705,705,7.82E-05,8.37E-05,0.674029346,99388.97541,114507.2811,126656.25,101325,133124.6284,298,333.8592498,0.316427593,0.007481719,-0.052343362,1.25,2.28E-06,1.80E-05,-0.087335604,6.80E-05,1.21E-05,9.93E-05,705,
706,706,7.53E-05,8.05E-05,0.674029891,99388.9678,114507.2816,126656.25,101325,133124.6272,298,333.8592194,0.316427607,0.007480598,-0.052343423,1.25,2.28E-06,1.77E-05,-0.087335535,6.57E-05,1.18E-05,9.60E-05,706,
707,707,7.26E-05,7.76E-05,0.674030102,99388.96143,114507.2818,126656.25,101325,133124.6253,298,333.8592063,0.316427593,0.007479788,-0.052343464,1.25,2.28E-06,1.73E-05,-0.087335472,6.36E-05,1.14E-05,9.28E-05,707,
708,708,7.01E-05,7.48E-05,0.674030335,99388.96548,114507.2792,126656.25,101325,133124.6235,298,333.8591921,0.316427584,0.007479009,-0.052343503,1.25,2.28E-06,1.70E-05,-0.087335412,6.15E-05,1.10E-05,8.99E-05,708,
709,709,6.86E-05,7.32E-05,0.674030544,99388.97167,114507.2762,126656.25,101325,133124.6201,298,333.8591775,0.316427577,0.007478517,-0.052343528,1.25,2.28E-06,1.69E-05,-0.087335347,6.01E-05,1.08E-05,8.78E-05,709,
710,710,6.73E-05,7.18E-05,0.674030732,99388.97055,114507.2735,126656.25,101325,133124.6162,298,333.8591634,0.316427563,0.007478148,-0.052343545,1.25,2.28E-06,1.68E-05,-0.087335276,5.88E-05,1.06E-05,8.60E-05,710,
711,711,6.59E-05,7.02E-05,0.674030942,99388.9653,114507.2741,126656.25,101325,133124.6123,298,333.8591483,0.316427534,0.007477866,-0.052343555,1.25,2.28E-06,1.66E-05,-0.087335211,5.75E-05,1.03E-05,8.40E-05,711,
712,712,6.37E-05,6.79E-05,0.674031158,99388.97249,114507.2708,126656.25,101325,133124.6105,298,333.8591349,0.316427524,0.007477332,-0.052343582,1.25,2.28E-06,1.64E-05,-0.087335149,5.57E-05,1.00E-05,8.14E-05,712,
713,713,6.27E-05,6.68E-05,0.674031362,99388.97221,114507.2684,126656.25,101325,133124.6063,298,333.8591198,0.316427504,0.0074771,-0.052343591,1.25,2.28E-06,1.63E-05,-0.087335076,5.46E-05,9.86E-06,7.98E-05,713,
714,714,6.14E-05,6.54E-05,0.674031537,99388.96792,114507.269,126656.25,101325,133124.6027,298,333.8591068,0.316427478,0.00747691,-0.052343596,1.25,2.28E-06,1.62E-05,-0.087335011,5.34E-05,9.64E-06,7.80E-05,714,
715,715,5.95E-05,6.32E-05,0.674031716,99388.97335,114507.2653,126656.25,101325,133124.6008,298,333.8590953,0.316427465,0.007476531,-0.052343614,1.25,2.28E-06,1.60E-05,-0.08733495,5.18E-05,9.36E-06,7.56E-05,715,
716,716,5.85E-05,6.22E-05,0.674031896,99388.97345,114507.2629,126656.25,101325,133124.5969,298,333.8590817,0.316427445,0.007476348,-0.05234362,1.25,2.28E-06,1.59E-05,-0.087334879,5.08E-05,9.20E-06,7.41E-05,716,
717,717,5.73E-05,6.09E-05,0.674032049,99388.97001,114507.2637,126656.25,101325,133124.5935,298,333.8590701,0.316427422,0.00747621,-0.052343624,1.25,2.28E-06,1.58E-05,-0.087334814,4.96E-05,9.00E-06,7.25E-05,717,
718,718,5.55E-05,5.89E-05,0.6740322,99388.9738,114507.2598,126656.25,101325,133124.5916,298,333.8590601,0.316427407,0.007475937,-0.052343636,1.25,2.28E-06,1.56E-05,-0.087334754,4.81E-05,8.73E-06,7.03E-05,718,
719,719,5.46E-05,5.80E-05,0.674032357,99388.97408,114507.2575,126656.25,101325,133124.5879,298,333.8590479,0.316427387,0.007475787,-0.052343641,1.25,2.28E-06,1.55E-05,-0.087334685,4.72E-05,8.58E-06,6.89E-05,719,
720,720,5.35E-05,5.67E-05,0.674032492,99388.97141,114507.2583,126656.25,101325,133124.5848,298,333.8590375,0.316427367,0.007475676,-0.052343643,1.25,2.28E-06,1.54E-05,-0.087334622,4.61E-05,8.39E-06,6.73E-05,720,
721,721,5.19E-05,5.49E-05,0.674032622,99388.9738,114507.2546,126656.25,101325,133124.5828,298,333.8590287,0.31642735,0.007475477,-0.052343651,1.25,2.28E-06,1.52E-05,-0.087334564,4.48E-05,8.15E-06,6.53E-05,721,
722,722,5.10E-05,5.40E-05,0.674032758,99388.97155,114507.2554,126656.25,101325,133124.5794,298,333.8590179,0.316427332,0.007475352,-0.052343654,1.25,2.28E-06,1.52E-05,-0.087334498,4.39E-05,8.00E-06,6.40E-05,722,
723,723,4.95E-05,5.24E-05,0.674032888,99388.97411,114507.2516,126656.25,101325,133124.5774,298,333.8590089,0.316427314,0.007475169,-0.052343661,1.25,2.28E-06,1.50E-05,-0.08733444,4.26E-05,7.77E-06,6.21E-05,723,
724,724,4.88E-05,5.16E-05,0.674033026,99388.97746,114507.2479,126656.25,101325,133124.5739,298,333.858998,0.316427293,0.00747506,-0.052343663,1.25,2.28E-06,1.50E-05,-0.087334374,4.19E-05,7.65E-06,6.10E-05,724,
725,725,4.81E-05,5.08E-05,0.674033147,99388.98025,114507.244,126656.25,101325,133124.5702,298,333.8589878,0.316427267,0.007474995,-0.052343663,1.25,2.28E-06,1.49E-05,-0.08733431,4.12E-05,7.52E-06,6.00E-05,725,
726,726,4.74E-05,5.01E-05,0.674033274,99388.98233,114507.24,126656.25,101325,133124.5666,298,333.8589773,0.316427242,0.007474947,-0.052343661,1.25,2.28E-06,1.49E-05,-0.087334244,4.05E-05,7.39E-06,5.90E-05,726,
727,727,4.67E-05,4.93E-05,0.674033407,99388.98384,114507.236,126656.25,101325,133124.563,298,333.8589666,0.316427216,0.007474907,-0.052343659,1.25,2.28E-06,1.48E-05,-0.087334178,3.98E-05,7.27E-06,5.79E-05,727,
728,728,4.59E-05,4.85E-05,0.674033546,99388.98489,114507.2321,126656.25,101325,133124.5596,298,333.8589557,0.31642719,0.007474869,-0.052343656,1.25,2.28E-06,1.48E-05,-0.087334113,3.91E-05,7.14E-06,5.69E-05,728,
729,729,4.52E-05,4.77E-05,0.674033691,99388.98654,114507.2272,126656.25,101325,133124.5562,298,333.8589445,0.316427164,0.00747483,-0.052343654,1.25,2.28E-06,1.47E-05,-0.087334048,3.84E-05,7.01E-06,5.59E-05,729,
730,730,4.46E-05,4.71E-05,0.674033838,99388.98578,114507.223,126656.25,101325,133124.5526,298,333.8589329,0.316427139,0.0074748,-0.052343652,1.25,2.28E-06,1.47E-05,-0.087333981,3.78E-05,6.92E-06,5.49E-05,730,
731,731,4.38E-05,4.62E-05,0.674034014,99388.98305,114507.2227,126656.25,101325,133124.5492,298,333.8589202,0.316427108,0.007474779,-0.052343648,1.25,2.28E-06,1.46E-05,-0.087333916,3.71E-05,6.79E-06,5.38E-05,731,
732,732,4.26E-05,4.48E-05,0.67403416,99388.9839,114507.2188,126656.25,101325,133124.547,298,333.8589101,0.316427084,0.007474682,-0.052343649,1.25,2.28E-06,1.45E-05,-0.087333858,3.60E-05,6.60E-06,5.23E-05,732,
733,733,4.20E-05,4.42E-05,0.674034318,99388.98454,114507.2149,126656.25,101325,133124.5436,298,333.8588982,0.316427057,0.007474615,-0.052343648,1.25,2.28E-06,1.44E-05,-0.087333798,3.54E-05,6.49E-06,5.14E-05,733,
734,734,4.14E-05,4.35E-05,0.674034481,99388.98598,114507.2101,126656.25,101325,133124.5402,298,333.8588861,0.31642703,0.007474549,-0.052343647,1.25,2.28E-06,1.44E-05,-0.087333739,3.49E-05,6.39E-06,5.06E-05,734,
735,735,4.09E-05,4.31E-05,0.674034646,99388.9851,114507.206,126656.25,101325,133124.5366,298,333.8588736,0.316427003,0.007474497,-0.052343645,1.25,2.28E-06,1.43E-05,-0.087333677,3.44E-05,6.32E-06,4.99E-05,735,
736,736,4.03E-05,4.24E-05,0.67403484,99388.98246,114507.2054,126656.25,101325,133124.5333,298,333.8588598,0.316426972,0.007474449,-0.052343642,1.25,2.28E-06,1.43E-05,-0.087333617,3.38E-05,6.21E-06,4.90E-05,736,
737,737,3.92E-05,4.11E-05,0.674034999,99388.98313,114507.2016,126656.25,101325,133124.531,298,333.858849,0.316426947,0.007474344,-0.052343644,1.25,2.28E-06,1.41E-05,-0.087333564,3.29E-05,6.04E-06,4.76E-05,737,
738,738,3.87E-05,4.06E-05,0.674035173,99388.98365,114507.1979,126656.25,101325,133124.5276,298,333.8588363,0.31642692,0.00747426,-0.052343644,1.25,2.28E-06,1.41E-05,-0.087333508,3.24E-05,5.96E-06,4.69E-05,738,
739,739,3.82E-05,4.01E-05,0.674035351,99388.984,114507.1941,126656.25,101325,133124.5242,298,333.8588234,0.316426893,0.007474178,-0.052343644,1.25,2.28E-06,1.41E-05,-0.087333453,3.20E-05,5.88E-06,4.63E-05,739,
740,740,3.78E-05,3.96E-05,0.674035532,99388.98518,114507.1895,126656.25,101325,133124.5209,298,333.8588103,0.316426866,0.007474098,-0.052343643,1.25,2.28E-06,1.40E-05,-0.087333398,3.15E-05,5.80E-06,4.56E-05,740,
741,741,3.75E-05,3.93E-05,0.674035714,99388.98416,114507.1856,126656.25,101325,133124.5173,298,333.8587969,0.31642684,0.007474033,-0.052343643,1.25,2.28E-06,1.40E-05,-0.087333342,3.12E-05,5.74E-06,4.51E-05,741,
742,742,3.70E-05,3.87E-05,0.674035926,99388.98161,114507.1851,126656.25,101325,133124.514,298,333.8587823,0.316426809,0.007473968,-0.052343641,1.25,2.28E-06,1.39E-05,-0.087333286,3.07E-05,5.66E-06,4.44E-05,742,
743,743,3.60E-05,3.76E-05,0.674036099,99388.98203,114507.1816,126656.25,101325,133124.5117,298,333.8587707,0.316426786,0.007473859,-0.052343643,1.25,2.28E-06,1.38E-05,-0.087333237,2.99E-05,5.51E-06,4.32E-05,743,
744,744,3.56E-05,3.72E-05,0.674036288,99388.98234,114507.1782,126656.25,101325,133124.5083,298,333.8587572,0.31642676,0.007473761,-0.052343644,1.25,2.28E-06,1.38E-05,-0.087333187,2.95E-05,5.44E-06,4.27E-05,744,
745,745,3.52E-05,3.69E-05,0.67403648,99388.98252,114507.1749,126656.25,101325,133124.505,298,333.8587436,0.316426735,0.007473667,-0.052343645,1.25,2.28E-06,1.37E-05,-0.087333136,2.91E-05,5.38E-06,4.21E-05,745,
746,746,3.49E-05,3.65E-05,0.674036674,99388.98349,114507.1707,126656.25,101325,133124.5018,298,333.8587299,0.31642671,0.007473574,-0.052343645,1.25,2.28E-06,1.37E-05,-0.087333086,2.88E-05,5.31E-06,4.16E-05,746,
747,747,3.46E-05,3.62E-05,0.674036869,99388.98242,114507.1673,126656.25,101325,133124.4983,298,333.858716,0.316426685,0.007473499,-0.052343645,1.25,2.28E-06,1.36E-05,-0.087333035,2.85E-05,5.27E-06,4.12E-05,747,
748,748,3.42E-05,3.57E-05,0.674037092,99388.98002,114507.1669,126656.25,101325,133124.495,298,333.8587008,0.316426657,0.007473419,-0.052343645,1.25,2.28E-06,1.36E-05,-0.087332984,2.81E-05,5.20E-06,4.06E-05,748,
749,749,3.33E-05,3.48E-05,0.674037275,99388.98024,114507.164,126656.25,101325,133124.4927,298,333.8586887,0.316426636,0.007473308,-0.052343647,1.25,2.28E-06,1.35E-05,-0.08733294,2.73E-05,5.07E-06,3.96E-05,749,
750,750,3.30E-05,3.45E-05,0.674037473,99388.98038,114507.1611,126656.25,101325,133124.4895,298,333.8586749,0.316426613,0.0074732,-0.052343649,1.25,2.28E-06,1.34E-05,-0.087332893,2.70E-05,5.01E-06,3.92E-05,750,
751,751,3.27E-05,3.42E-05,0.674037674,99388.9813,114507.1574,126656.25,101325,133124.4863,298,333.8586609,0.316426591,0.007473097,-0.052343651,1.25,2.28E-06,1.34E-05,-0.087332847,2.67E-05,4.96E-06,3.88E-05,751,
752,752,3.26E-05,3.40E-05,0.674037875,99388.98034,114507.1544,126656.25,101325,133124.4829,298,333.8586467,0.316426569,0.007473016,-0.052343651,1.25,2.28E-06,1.33E-05,-0.0873328,2.65E-05,4.93E-06,3.85E-05,752,
753,753,3.22E-05,3.36E-05,0.674038103,99388.97814,114507.1542,126656.25,101325,133124.4798,298,333.8586314,0.316426543,0.007472926,-0.052343652,1.25,2.28E-06,1.33E-05,-0.087332752,2.61E-05,4.86E-06,3.80E-05,753,
754,754,3.14E-05,3.27E-05,0.674038289,99388.9783,114507.1517,126656.25,101325,133124.4775,298,333.8586191,0.316426524,0.007472813,-0.052343655,1.25,2.28E-06,1.32E-05,-0.08733271,2.54E-05,4.74E-06,3.71E-05,754,
755,755,3.11E-05,3.24E-05,0.674038491,99388.9758,114507.1511,126656.25,101325,133124.4744,298,333.8586052,0.316426505,0.007472702,-0.052343657,1.25,2.28E-06,1.31E-05,-0.087332667,2.52E-05,4.70E-06,3.67E-05,755,
756,756,3.04E-05,3.17E-05,0.674038702,99388.97646,114507.1483,126656.25,101325,133124.472,298,333.8585915,0.316426484,0.007472558,-0.052343662,1.25,2.28E-06,1.30E-05,-0.087332625,2.46E-05,4.59E-06,3.59E-05,756,
757,757,3.03E-05,3.15E-05,0.674038931,99388.97428,114507.148,126656.25,101325,133124.4687,298,333.858576,0.316426461,0.007472429,-0.052343664,1.25,2.28E-06,1.30E-05,-0.087332582,2.43E-05,4.56E-06,3.56E-05,757,
758,758,2.96E-05,3.08E-05,0.674039142,99388.97532,114507.1455,126656.25,101325,133124.4664,298,333.8585624,0.316426442,0.007472284,-0.052343669,1.25,2.28E-06,1.29E-05,-0.087332542,2.38E-05,4.46E-06,3.48E-05,758,
759,759,2.95E-05,3.06E-05,0.67403937,99388.97619,114507.1431,126656.25,101325,133124.4631,298,333.8585469,0.316426419,0.007472165,-0.052343671,1.25,2.28E-06,1.28E-05,-0.0873325,2.36E-05,4.44E-06,3.46E-05,759,
760,760,2.94E-05,3.05E-05,0.674039579,99388.97693,114507.1407,126656.25,101325,133124.4599,298,333.8585325,0.316426401,0.007472057,-0.052343674,1.25,2.28E-06,1.28E-05,-0.087332458,2.34E-05,4.42E-06,3.44E-05,760,
761,761,2.92E-05,3.04E-05,0.67403979,99388.97479,114507.1404,126656.25,101325,133124.4568,298,333.8585181,0.316426383,0.00747196,-0.052343676,1.25,2.28E-06,1.28E-05,-0.087332415,2.32E-05,4.39E-06,3.41E-05,761,
